epoch,d_loss,g_loss,d_adv,d_attr,g_adv,g_attr,val_attr_acc,train_attr_acc
292,0.57791996,1.4981251,0.41129133,0.16662835,1.423124,0.0750008,0.93514925,0.0
293,0.57872164,1.4816371,0.41161728,0.16710442,1.4068462,0.07479149,0.93709475,0.0
294,0.5775583,1.4985238,0.41059273,0.16696535,1.4242378,0.07428534,0.9396888,0.0
295,0.5763343,1.4977312,0.40897065,0.16736342,1.423706,0.07402584,0.93547356,0.0
296,0.5727329,1.5134038,0.40638888,0.16634375,1.4375272,0.07587714,0.93190664,0.0
297,0.5763682,1.4893044,0.40958515,0.1667827,1.4160196,0.07328424,0.9419585,0.0
298,0.57207495,1.5006578,0.40516967,0.16690503,1.426164,0.07449391,0.93709475,0.0
299,0.57191586,1.5027218,0.404634,0.16728197,1.4282438,0.0744779,0.928664,0.0
300,0.5751692,1.5014154,0.40900233,0.1661669,1.4263607,0.07505531,0.9234761,0.0
301,0.5763132,1.4964349,0.41001695,0.16629641,1.4215024,0.07493293,0.9393644,0.0
302,0.57574195,1.4972235,0.40878966,0.16695257,1.4221207,0.07510346,0.937419,0.0
303,0.57490027,1.4974875,0.40850598,0.16639419,1.4219394,0.07554841,0.93741894,0.0
304,0.57698625,1.4946955,0.40905228,0.1679338,1.4202578,0.074438505,0.93450063,0.0
305,0.57252294,1.4904121,0.4069081,0.16561487,1.4156454,0.074767575,0.9357978,0.0
306,0.5780114,1.5005345,0.41063306,0.1673782,1.4245436,0.075991884,0.9403372,0.0
307,0.5725191,1.5000029,0.4059552,0.16656408,1.4254756,0.0745269,0.9276913,0.0
308,0.5796577,1.5016892,0.4119696,0.16768788,1.4267454,0.07494443,0.93612194,0.0
309,0.57434034,1.4984064,0.4069636,0.16737671,1.4246012,0.073805384,0.94131,0.0
310,0.57425255,1.4925754,0.4087502,0.16550244,1.417759,0.074817516,0.93125814,0.0
311,0.574804,1.5001566,0.40775722,0.16704705,1.4254676,0.074689694,0.940013,0.0
312,0.5754367,1.5039583,0.40799007,0.16744632,1.4299816,0.073976286,0.93547356,0.0
313,0.5745353,1.5002959,0.40847707,0.16605851,1.4251133,0.07518139,0.9409858,0.0
314,0.5752608,1.5029736,0.40860626,0.16665499,1.4284675,0.07450589,0.93514913,0.0
315,0.5831899,1.4872506,0.41615024,0.16703948,1.4115922,0.075659856,0.9322308,0.0
316,0.5765672,1.4967426,0.40959775,0.16696924,1.422831,0.073911205,0.9357977,0.0
317,0.57976454,1.4895875,0.41203344,0.16773133,1.415341,0.07424724,0.9348248,0.0
318,0.57813066,1.4995935,0.40998143,0.16814914,1.4239423,0.07565063,0.9286641,0.0
319,0.5765483,1.5037011,0.4094447,0.16710354,1.4286853,0.075015396,0.9322309,0.0
320,0.5717685,1.506408,0.4062813,0.1654874,1.4310542,0.075354226,0.9289884,0.0
321,0.57572687,1.4991384,0.40975282,0.16597399,1.4237484,0.075389646,0.93741894,0.0
322,0.57469755,1.5048378,0.4076242,0.16707337,1.4291308,0.075707056,0.9361218,0.0
323,0.57523763,1.5025066,0.40913537,0.1661022,1.427492,0.07501469,0.93936455,0.0
324,0.5847668,1.4795566,0.41756606,0.16720092,1.4056584,0.07389842,0.94001293,0.0
325,0.575267,1.4868888,0.40801072,0.16725667,1.4126775,0.074212074,0.928664,0.0
326,0.5760683,1.4982504,0.4090359,0.16703208,1.422629,0.075621225,0.9270428,0.0
327,0.57536215,1.487108,0.4079564,0.16740613,1.4126604,0.074445665,0.9289883,0.0
328,0.5756195,1.4953684,0.40869564,0.16692398,1.4205546,0.07481281,0.93255514,0.0
329,0.5771785,1.4944752,0.41038567,0.16679285,1.4198754,0.074599825,0.9335278,0.0
330,0.57981056,1.491537,0.41112465,0.16868603,1.4170256,0.07451154,0.9293127,0.0
331,0.5790808,1.4918535,0.41263586,0.16644491,1.4182216,0.07363202,0.93547344,0.0
332,0.5749443,1.4959978,0.40826607,0.166678,1.421343,0.07465487,0.9377432,0.0
333,0.5774274,1.5014441,0.40947372,0.16795403,1.4258099,0.07563514,0.9345007,0.0
334,0.5797268,1.5001266,0.41319922,0.16652751,1.4252838,0.07484313,0.9348249,0.0
335,0.5772499,1.4963485,0.40990224,0.16734761,1.4231125,0.07323599,0.9348249,0.0
336,0.57627606,1.4992626,0.408577,0.16769908,1.4252913,0.07397084,0.9283398,0.0
337,0.5798393,1.4956781,0.41330317,0.1665359,1.4211754,0.074502096,0.9419585,0.0
338,0.5795347,1.4941975,0.41330335,0.16623145,1.4204016,0.073795974,0.9276914,0.0
339,0.574596,1.4981278,0.4077416,0.16685407,1.4226074,0.07551948,0.9312581,0.0
340,0.5730532,1.4995023,0.40705657,0.16599701,1.4246477,0.07485428,0.9393645,0.0
341,0.57831234,1.4907558,0.41222814,0.1660841,1.4157324,0.0750238,0.938716,0.0
342,0.5753262,1.5005994,0.40932566,0.16600065,1.4264487,0.07414997,0.93644613,0.0
343,0.57297343,1.5019507,0.40538615,0.1675871,1.4272628,0.07468991,0.93060964,0.0
344,0.5748047,1.5007819,0.40839064,0.16641377,1.4257842,0.07499719,0.93839175,0.0
345,0.5718004,1.5069915,0.40491927,0.16688135,1.4313653,0.07562593,0.9289884,0.0
346,0.5718858,1.5116116,0.4042369,0.16764875,1.4373294,0.07428285,0.9432555,0.0
347,0.57313514,1.4970647,0.40603235,0.16710296,1.4227256,0.0743401,0.9419586,0.0
348,0.574542,1.5016057,0.40831533,0.16622677,1.4264147,0.075191095,0.9364462,0.0
349,0.5813689,1.4892064,0.41437393,0.16699535,1.4150342,0.074173674,0.93644625,0.0
350,0.57670903,1.4927411,0.4096743,0.16703478,1.4174281,0.07531327,0.9267186,0.0
351,0.578514,1.4916011,0.41058686,0.16792665,1.4177086,0.07389248,0.93255514,0.0
352,0.57628995,1.4949547,0.40966642,0.16662347,1.4202541,0.074701086,0.9325551,0.0
353,0.5796147,1.4861826,0.41266876,0.16694565,1.411559,0.07462485,0.93320364,0.0
354,0.5727711,1.5009083,0.40550026,0.16727054,1.4272716,0.0736355,0.93774325,0.0
355,0.5749936,1.4965792,0.40776595,0.1672281,1.4227256,0.07385349,0.9306097,0.0
356,0.5713901,1.4926184,0.4058108,0.16557942,1.4182673,0.07435116,0.9361219,0.0
357,0.5750409,1.5016916,0.40712687,0.1679138,1.4274076,0.07428369,0.93547344,0.0
358,0.5752807,1.4932451,0.40925595,0.16602485,1.4190398,0.07420463,0.9312581,0.0
359,0.57658,1.500627,0.4088789,0.16770104,1.4259064,0.074720606,0.93093383,0.0
360,0.5773911,1.4867553,0.41103655,0.16635458,1.412413,0.074342065,0.94163424,0.0
361,0.57187456,1.5013041,0.4032862,0.16858813,1.4266624,0.07464161,0.9345007,0.0
362,0.57428926,1.4991086,0.40775228,0.16653699,1.424475,0.07463209,0.93644613,0.0
363,0.5756302,1.496831,0.40889734,0.16673295,1.4242412,0.072590895,0.9345007,0.0
364,0.57659084,1.5004972,0.40895668,0.16763417,1.4264739,0.074023746,0.94033724,0.0
365,0.5802883,1.4888941,0.4128216,0.16746658,1.4136264,0.075267345,0.9276913,0.0
366,0.577912,1.5040648,0.41022027,0.16769205,1.4303137,0.07375187,0.94001305,0.0
367,0.57056546,1.5099313,0.40380844,0.166757,1.4353653,0.0745659,0.9315824,0.0
368,0.5828915,1.4901391,0.41488034,0.16801105,1.4155191,0.07462034,0.93125814,0.0
369,0.5773873,1.4933497,0.4099082,0.16747911,1.4182705,0.07507863,0.9345006,0.0
370,0.57767344,1.4998833,0.41057044,0.16710307,1.4255607,0.07432298,0.9374188,0.0
371,0.5812484,1.4946542,0.41328475,0.16796361,1.4197996,0.07485452,0.93223095,0.0
372,0.57889396,1.4897113,0.4127576,0.16613647,1.415289,0.07442203,0.9325551,0.0
373,0.5804009,1.493206,0.41306293,0.16733807,1.4187965,0.0744093,0.93158233,0.0
374,0.57616806,1.4988831,0.40771607,0.16845214,1.4240158,0.07486751,0.9351492,0.0
375,0.58308476,1.4868972,0.41645885,0.16662559,1.413747,0.073149554,0.93547344,0.0
376,0.57666767,1.4989759,0.40985906,0.16680881,1.4246974,0.07427826,0.92963684,0.0
377,0.57637906,1.5005517,0.40818435,0.16819465,1.4255625,0.07498916,0.93547344,0.0
378,0.5758874,1.501956,0.4107053,0.16518241,1.4272388,0.07471574,0.9293126,0.0
379,0.57354623,1.5071118,0.40557656,0.16796921,1.4325664,0.07454621,0.9357977,0.0
380,0.575514,1.4979784,0.4080484,0.16746558,1.4225252,0.075452976,0.94066155,0.0
381,0.57981783,1.4908018,0.41362697,0.1661907,1.4167293,0.07407234,0.9364462,0.0
382,0.5792668,1.5001789,0.41363466,0.16563241,1.4253262,0.074850254,0.93936455,0.0
383,0.57596385,1.494371,0.41006574,0.16589823,1.419757,0.07461418,0.9345007,0.0
384,0.57498574,1.5047351,0.4078972,0.1670886,1.4297005,0.075034834,0.93352795,0.0
385,0.5732871,1.5122745,0.40779752,0.16548961,1.4384166,0.073857576,0.93060964,0.0
386,0.57565165,1.5100327,0.4086674,0.16698433,1.4356785,0.07435317,0.931258,0.0
387,0.58273673,1.4899786,0.41677457,0.1659621,1.4150605,0.074918196,0.93417645,0.0
388,0.57270354,1.5011493,0.40636918,0.16633444,1.4268306,0.074318446,0.9338521,0.0
389,0.5757045,1.4993088,0.40834704,0.16735695,1.425294,0.07401472,0.93806744,0.0
390,0.5804006,1.493377,0.41256937,0.16783124,1.419546,0.073831245,0.93320364,0.0
391,0.578066,1.4955688,0.41062525,0.16744113,1.4211118,0.07445607,0.9419586,0.0
392,0.5714857,1.5042486,0.40505424,0.16643147,1.4294977,0.07475153,0.9335278,0.0
393,0.5826599,1.4983515,0.4148786,0.1677813,1.422847,0.07550425,0.9341764,0.0
394,0.5778207,1.4924725,0.41197708,0.1658435,1.4175533,0.07491913,0.93709475,0.0
395,0.5795199,1.4880928,0.41198817,0.16753158,1.4138548,0.07423766,0.931258,0.0
396,0.57223576,1.5061107,0.40570727,0.16652857,1.4313815,0.07472892,0.93060964,0.0
397,0.5736246,1.5028632,0.40754277,0.166082,1.4275122,0.0753515,0.92607,0.0
398,0.5796244,1.4970204,0.41233692,0.16728735,1.4213212,0.07569937,0.93223083,0.0
399,0.58008885,1.4966669,0.41300106,0.1670879,1.4212639,0.07540248,0.93417645,0.0
400,0.5799995,1.4950505,0.4120993,0.16790037,1.4209967,0.0740518,0.9254216,0.0
401,0.5760045,1.5038062,0.4079126,0.16809209,1.4292666,0.07453936,0.93936443,0.0
402,0.5800128,1.4957381,0.41410178,0.16591118,1.4195598,0.07617852,0.9332037,0.0
403,0.5768017,1.5002595,0.40917453,0.16762722,1.4255918,0.07466877,0.9377432,0.0
404,0.5785697,1.4924108,0.41169202,0.1668778,1.4181452,0.07426533,0.9332037,0.0
405,0.5748062,1.4983581,0.40935314,0.1654533,1.4231805,0.075177394,0.9377431,0.0
406,0.5742158,1.5049555,0.40807727,0.16613857,1.429931,0.07502488,0.9422828,0.0
407,0.5711978,1.496903,0.40378883,0.167409,1.422161,0.07474244,0.9422828,0.0
408,0.57291216,1.5083597,0.40546024,0.16745226,1.4338533,0.074506655,0.9335279,0.0
409,0.57685465,1.5023805,0.40926036,0.16759452,1.4275753,0.07480481,0.9276914,0.0
410,0.5719415,1.5068579,0.4050687,0.1668727,1.4320129,0.07484466,0.9422828,0.0
411,0.5760918,1.4979641,0.40798172,0.16810966,1.4241111,0.073852025,0.9377432,0.0
412,0.5755381,1.5068852,0.408977,0.16656125,1.4311807,0.07570455,0.92996114,0.0
413,0.57635784,1.5004038,0.41169542,0.16466255,1.4259565,0.07444682,0.9302854,0.0
414,0.5780656,1.4837109,0.410987,0.16707812,1.4090464,0.07466431,0.93514925,0.0
415,0.5734433,1.4991486,0.40598893,0.16745439,1.424728,0.07442079,0.93677044,0.0
416,0.5735031,1.5057238,0.4056603,0.16784206,1.4312001,0.07452431,0.9348249,0.0
417,0.5837402,1.4905255,0.41586775,0.16787246,1.4161773,0.07434752,0.9370947,0.0
418,0.57620066,1.4975084,0.40908083,0.1671205,1.4230124,0.07449602,0.94001293,0.0
419,0.56998676,1.4983627,0.40399823,0.16598839,1.4222856,0.07607742,0.9377432,0.0
420,0.5753679,1.4986236,0.40794498,0.16742302,1.4239469,0.07467681,0.93450063,0.0
421,0.57242364,1.5066297,0.40569332,0.16673042,1.431819,0.07481098,0.9409858,0.0
422,0.5737637,1.4896326,0.40687448,0.16688947,1.4148145,0.07481786,0.93806744,0.0
423,0.57703525,1.4950299,0.40926212,0.16777296,1.4196795,0.07535138,0.9254216,0.0
424,0.57766914,1.5019215,0.40950722,0.1681622,1.4263375,0.07558403,0.9315824,0.0
425,0.5835889,1.4924283,0.4179747,0.16561417,1.4177288,0.074699454,0.92833984,0.0
426,0.5758189,1.498077,0.41080558,0.16501337,1.4244426,0.07363462,0.93028533,0.0
427,0.5796321,1.5000975,0.41280448,0.16682747,1.4259881,0.07410978,0.9302854,0.0
428,0.57963437,1.4913702,0.41195104,0.16768345,1.4169716,0.07439763,0.93125814,0.0
429,0.5715575,1.4992527,0.40529442,0.16626295,1.424921,0.07433159,0.93839175,0.0
430,0.57823014,1.498263,0.4124643,0.1657659,1.4227983,0.07546545,0.9364462,0.0
431,0.57257956,1.4999292,0.40679178,0.16578786,1.4244027,0.07552728,0.9354733,0.0
432,0.575731,1.496455,0.40953127,0.16619964,1.420945,0.0755092,0.9367705,0.0
433,0.57777125,1.4956453,0.41025433,0.16751692,1.4221658,0.073479705,0.9435798,0.0
434,0.57101995,1.5037365,0.40447906,0.16654073,1.4285039,0.07523257,0.93741894,0.0
435,0.5743357,1.5002139,0.40848508,0.16585058,1.4268657,0.07334849,0.93287945,0.0
436,0.57044154,1.5122316,0.4023648,0.16807684,1.438581,0.07365062,0.93287945,0.0
437,0.5731085,1.4935207,0.4069698,0.16613871,1.418647,0.074873626,0.9338521,0.0
438,0.5719863,1.5053933,0.40664488,0.1653415,1.4306273,0.07476554,0.943904,0.0
439,0.5721882,1.5032837,0.40513152,0.16705658,1.4279177,0.07536692,0.9273671,0.0
440,0.5786516,1.493404,0.4107048,0.16794667,1.419348,0.07405587,0.93709475,0.0
441,0.5789233,1.503228,0.41140157,0.16752197,1.428439,0.07478936,0.9247729,0.0
442,0.5786959,1.497155,0.41156465,0.16713141,1.4208714,0.076282755,0.94066143,0.0
443,0.5753716,1.4952447,0.40983588,0.16553609,1.4197576,0.075487986,0.9380675,0.0
444,0.5761902,1.5035558,0.4093357,0.16685435,1.4289914,0.074563965,0.9312581,0.0
445,0.5735096,1.4995488,0.4074186,0.16609108,1.4247386,0.07480972,0.9364462,0.0
446,0.5773388,1.4991778,0.41049445,0.16684422,1.4243125,0.07486527,0.9380674,0.0
447,0.57688314,1.4960216,0.41054717,0.16633633,1.4207155,0.07530685,0.9286641,0.0
448,0.57496357,1.502736,0.40857232,0.16639175,1.4284142,0.07432199,0.94422823,0.0
449,0.58069175,1.4933476,0.41365415,0.16703734,1.4179534,0.07539264,0.9367704,0.0
450,0.5783343,1.4909883,0.41267994,0.1656544,1.4165751,0.07441359,0.93417645,0.0
451,0.57375914,1.5049092,0.40594527,0.1678133,1.4319158,0.072992764,0.93385214,0.0
452,0.5760075,1.4939656,0.40931126,0.16669585,1.4194025,0.07456382,0.93677044,0.0
453,0.57525724,1.4866576,0.40848178,0.16677547,1.4114959,0.0751614,0.93644625,0.0
454,0.57591295,1.4989172,0.40858626,0.16732644,1.4249653,0.07395327,0.9335279,0.0
455,0.575554,1.503624,0.40833116,0.16722277,1.4285854,0.07503776,0.9276913,0.0
456,0.57619244,1.4973879,0.40915328,0.16703922,1.4227685,0.07462089,0.93936455,0.0
457,0.57590914,1.5019585,0.4098602,0.16604933,1.4277686,0.07418972,0.94520104,0.0
458,0.5751867,1.500455,0.41002533,0.16516161,1.4258729,0.07458161,0.93450063,0.0
459,0.5709751,1.5060039,0.4047781,0.16619688,1.4301846,0.07581819,0.92996114,0.0
460,0.5772924,1.4932139,0.4098911,0.167401,1.4185506,0.074663915,0.938716,0.0
461,0.57524484,1.4930902,0.4073335,0.16791126,1.4180304,0.07505923,0.93482494,0.0
462,0.57913595,1.4976546,0.41232675,0.16680901,1.422755,0.07489926,0.9364462,0.0
463,0.57821625,1.4939044,0.40976632,0.16845007,1.419016,0.07488918,0.9396887,0.0
464,0.5792044,1.493875,0.41081315,0.16839147,1.4192005,0.074674696,0.9341763,0.0
465,0.57516,1.4952438,0.40930283,0.16585706,1.41983,0.0754132,0.93125814,0.0
466,0.5710293,1.5029004,0.40509814,0.1659312,1.4273621,0.07553917,0.9306097,0.0
467,0.5770576,1.4934716,0.41013685,0.16692093,1.4182811,0.07519085,0.9299611,0.0
468,0.57574725,1.5025117,0.4079512,0.16779613,1.427446,0.075065725,0.93741894,0.0
469,0.5834004,1.486102,0.41517296,0.16822743,1.4097683,0.0763323,0.9309339,0.0
470,0.5744465,1.5092255,0.40844163,0.16600493,1.4335321,0.07569421,0.929961,0.0
471,0.57683724,1.4972084,0.40944466,0.16739272,1.4224443,0.07476419,0.93612194,0.0
472,0.5761365,1.4982865,0.40953562,0.16660103,1.4230072,0.0752791,0.9299611,0.0
473,0.57276237,1.5003613,0.40606695,0.16669524,1.4249965,0.07536583,0.9387159,0.0
474,0.573349,1.5045576,0.40669134,0.16665761,1.430701,0.07385615,0.93060964,0.0
475,0.5739842,1.4944726,0.4070211,0.1669633,1.4207739,0.07369881,0.9390402,0.0
476,0.5734878,1.5013449,0.40587664,0.16761115,1.4265159,0.0748286,0.9361219,0.0
477,0.5770379,1.4979354,0.40869284,0.16834493,1.423195,0.074739896,0.9361219,0.0
478,0.5774757,1.5007915,0.41188446,0.16559088,1.4253656,0.075426266,0.93158245,0.0
479,0.5743504,1.5029199,0.40703145,0.167319,1.4290528,0.07386541,0.9351492,0.0
480,0.5759683,1.5050668,0.40828854,0.1676796,1.4305155,0.074551605,0.93514913,0.0
481,0.5777958,1.4871911,0.41028333,0.16751221,1.4124599,0.07472951,0.93871593,0.0
482,0.57718223,1.4933046,0.4085349,0.1686473,1.4185337,0.07477094,0.93385214,0.0
483,0.5747065,1.4959984,0.40695587,0.16775018,1.4201919,0.07580684,0.9228275,0.0
484,0.57647556,1.5104662,0.4083767,0.16809876,1.4347721,0.07569593,0.9309339,0.0
485,0.5778036,1.5046014,0.41002068,0.16778289,1.4293925,0.0752097,0.9370947,0.0
486,0.58037156,1.5070015,0.4134453,0.16692641,1.4326532,0.07434796,0.9370947,0.0
487,0.5808619,1.4936033,0.41407064,0.16679114,1.4189117,0.0746926,0.93579763,0.0
488,0.5765743,1.4869822,0.4101569,0.16641733,1.4138886,0.07309422,0.93320376,0.0
489,0.58044934,1.4973435,0.41257748,0.16787183,1.4230878,0.074256085,0.93417645,0.0
490,0.57932204,1.4939624,0.411002,0.16832006,1.419646,0.07431641,0.9393645,0.0
491,0.57425016,1.5031328,0.4062975,0.1679525,1.4299221,0.07320964,0.9319067,0.0
492,0.5742986,1.4977616,0.40750074,0.1667981,1.4242154,0.073546425,0.92736715,0.0
493,0.5808097,1.5013556,0.4134499,0.16735998,1.427886,0.07347023,0.9387159,0.0
494,0.5752907,1.5019273,0.40831473,0.16697602,1.426447,0.07548042,0.93320376,0.0
495,0.5746731,1.5017574,0.4081451,0.16652775,1.4276767,0.07408116,0.93709475,0.0
496,0.57614785,1.4904493,0.40976837,0.1663795,1.4162155,0.074232705,0.93904024,0.0
497,0.57889587,1.4999213,0.41082647,0.16806933,1.4253094,0.07461236,0.9393645,0.0
498,0.578929,1.4865329,0.4107641,0.16816515,1.411778,0.07475435,0.9393645,0.0
499,0.573665,1.502297,0.4077249,0.1659402,1.4265983,0.07569968,0.93223083,0.0
500,0.5778195,1.4961278,0.41114444,0.16667536,1.421622,0.07450662,0.9309339,0.0
501,0.5763037,1.5092317,0.40940487,0.16689904,1.433842,0.07539125,0.93514925,0.0
502,0.5668421,1.5105561,0.39963022,0.16721208,1.4346575,0.075897746,0.9257457,0.0
503,0.57457674,1.4928851,0.4074411,0.16713554,1.4179726,0.07491344,0.9338522,0.0
504,0.57697374,1.5046759,0.41033393,0.16663966,1.4293389,0.075337455,0.9403372,0.0
505,0.5755454,1.5033067,0.4074791,0.16806616,1.4290566,0.07424956,0.93320364,0.0
506,0.5772773,1.4943951,0.4113046,0.16597286,1.4197,0.07469563,0.93093383,0.0
507,0.57258284,1.5029354,0.4059114,0.16667122,1.428551,0.074384905,0.9367705,0.0
508,0.5786616,1.5004797,0.41110525,0.1675566,1.425206,0.0752736,0.9370948,0.0
509,0.5741091,1.5086105,0.40721688,0.16689208,1.433297,0.07531369,0.9345007,0.0
510,0.5787652,1.4963495,0.41178793,0.16697721,1.4220184,0.07433062,0.9289884,0.0
511,0.5776235,1.4945053,0.41060257,0.16702092,1.419946,0.074559495,0.9315823,0.0
512,0.57621145,1.5039471,0.40925157,0.16695996,1.4297714,0.07417589,0.9345006,0.0
513,0.57869893,1.4984174,0.4127826,0.1659162,1.4239534,0.07446406,0.9374189,0.0
514,0.57763106,1.493139,0.4110326,0.16659854,1.4199845,0.073154904,0.93774325,0.0
515,0.58022636,1.491084,0.41268742,0.16753866,1.4155717,0.07551155,0.9341765,0.0
516,0.57761735,1.4965104,0.41271424,0.16490312,1.4212884,0.0752219,0.93612194,0.0
517,0.57666856,1.490583,0.4100235,0.1666456,1.4169122,0.07367084,0.94033724,0.0
518,0.5751071,1.4997892,0.40744117,0.16766615,1.424226,0.07556319,0.9312582,0.0
519,0.5744057,1.5000952,0.4080804,0.16632575,1.4245872,0.07550853,0.9348249,0.0
520,0.5760343,1.501134,0.40874836,0.16728576,1.4268583,0.07427682,0.9354734,0.0
521,0.5775841,1.4999602,0.4105385,0.16704535,1.4250573,0.07490213,0.9345007,0.0
522,0.58248264,1.4935918,0.41506013,0.16742258,1.418693,0.07489873,0.93871605,0.0
523,0.5795575,1.490269,0.41284132,0.16671614,1.4155098,0.07476047,0.93287945,0.0
524,0.57564414,1.4960481,0.4077101,0.16793394,1.4219338,0.07411435,0.9312581,0.0
525,0.57619274,1.5032759,0.40952188,0.16667095,1.4273382,0.07593695,0.9270428,0.0
526,0.57411486,1.5050507,0.40690216,0.16721296,1.4292793,0.075772025,0.9325551,0.0
527,0.57449603,1.4960889,0.40798342,0.16651309,1.4207281,0.075359225,0.9302854,0.0
528,0.58139503,1.490305,0.41331252,0.16808249,1.4156817,0.07462375,0.9370947,0.0
529,0.572959,1.4996898,0.40775353,0.16520552,1.4253435,0.07434678,0.94228286,0.0
530,0.5797327,1.4984256,0.4116367,0.16809596,1.4241272,0.07429791,0.92671853,0.0
531,0.57934546,1.4924105,0.41463453,0.16471106,1.4171499,0.075259104,0.9338521,0.0
532,0.5782582,1.4940315,0.4104301,0.16782802,1.4186313,0.07539963,0.9306096,0.0
533,0.58002055,1.4820507,0.41425407,0.1657668,1.4085366,0.07351442,0.94228274,0.0
534,0.5745381,1.5007521,0.4095807,0.16495752,1.4255463,0.075205885,0.93709475,0.0
535,0.5717152,1.495438,0.40486714,0.1668481,1.4203647,0.07507484,0.9351491,0.0
536,0.57399434,1.5100073,0.40864858,0.16534574,1.4350411,0.07496746,0.9377432,0.0
537,0.5807086,1.4899172,0.4142724,0.16643617,1.4143473,0.07557072,0.9374189,0.0
538,0.57981163,1.4881797,0.41304946,0.16676234,1.412729,0.075449616,0.9396888,0.0
539,0.57504,1.499939,0.40888956,0.16615045,1.4241813,0.075757176,0.9370947,0.0
540,0.5780181,1.5007414,0.41149172,0.16652577,1.4251918,0.075550035,0.9341764,0.0
541,0.5759697,1.495064,0.40999922,0.16597062,1.4203327,0.074731454,0.9325552,0.0
542,0.575298,1.5010899,0.40936553,0.16593222,1.4250947,0.07599544,0.93871593,0.0
543,0.5811418,1.4851433,0.41424522,0.1668967,1.4100053,0.0751377,0.92898834,0.0
544,0.5820283,1.4871213,0.4147155,0.16731313,1.4125745,0.0745469,0.9374189,0.0
545,0.5767873,1.4954693,0.4098496,0.16693738,1.4207821,0.07468638,0.93417645,0.0
546,0.5762659,1.504283,0.40993214,0.16633369,1.4309161,0.07336726,0.94131005,0.0
547,0.5797865,1.4984192,0.41317493,0.16661134,1.4232002,0.07521898,0.9267185,0.0
548,0.5751059,1.5047444,0.4078865,0.16721927,1.4289788,0.07576639,0.92639434,0.0
549,0.57419527,1.5078567,0.40703863,0.16715696,1.4321126,0.075744286,0.9319067,0.0
550,0.5764036,1.4988046,0.40863943,0.16776444,1.4248112,0.073993474,0.93158233,0.0
551,0.57955486,1.49009,0.41248807,0.16706653,1.4148091,0.07528147,0.9413099,0.0
552,0.5787076,1.5003097,0.41089717,0.16781032,1.426047,0.07426295,0.93677044,0.0
553,0.5790148,1.4955027,0.4105805,0.16843417,1.4207028,0.074799046,0.9332036,0.0
554,0.57526296,1.4989316,0.40771294,0.16755052,1.4237962,0.07513562,0.93677044,0.0
555,0.5713485,1.5146778,0.40402976,0.16731843,1.440421,0.074258,0.9312581,0.0
556,0.5739064,1.5036529,0.40631065,0.1675954,1.428847,0.07480586,0.9270428,0.0
557,0.5728218,1.508071,0.40517983,0.16764225,1.4337956,0.07427554,0.92898834,0.0
558,0.5743651,1.4956261,0.40735522,0.16701004,1.42199,0.0736351,0.9367704,0.0
559,0.57746774,1.4936106,0.41051728,0.16695046,1.4190284,0.0745826,0.9280156,0.0
560,0.5782971,1.4908518,0.41103446,0.16726269,1.415426,0.07542652,0.93450063,0.0
561,0.5738268,1.5032688,0.40643328,0.1673935,1.4281524,0.075116426,0.93579775,0.0
562,0.578858,1.506189,0.4108916,0.16796665,1.4312028,0.07498709,0.9325551,0.0
563,0.5796884,1.4912863,0.41327485,0.16641362,1.4171873,0.074100114,0.9286641,0.0
564,0.57880616,1.4904534,0.4113781,0.16742809,1.4152881,0.07516473,0.93677044,0.0
565,0.5770612,1.4953285,0.41028142,0.16678001,1.4212738,0.07405505,0.93223083,0.0
566,0.5728946,1.5063244,0.40683597,0.16605906,1.4320371,0.07428691,0.9348249,0.0
567,0.57877225,1.4981031,0.41115814,0.16761373,1.4225701,0.07553265,0.9354734,0.0
568,0.5740547,1.498401,0.40788627,0.16616853,1.4237641,0.07463614,0.9254216,0.0
569,0.57771087,1.4913988,0.41198686,0.16572419,1.4161776,0.07522161,0.9328793,0.0
570,0.57739085,1.496993,0.4098853,0.16750532,1.42334,0.07365364,0.9370948,0.0
571,0.5768811,1.4987729,0.41077685,0.16610408,1.424678,0.07409538,0.9325551,0.0
572,0.57729405,1.4979293,0.41082862,0.16646536,1.4219764,0.07595239,0.93612194,0.0
573,0.5761381,1.4995829,0.41017842,0.16595964,1.423958,0.075625196,0.94098586,0.0
574,0.5830942,1.4872935,0.41489527,0.1681992,1.4124576,0.0748357,0.93482494,0.0
575,0.57660085,1.4978644,0.4104797,0.16612084,1.4227659,0.075098455,0.93352795,0.0
576,0.5751425,1.5013667,0.40800968,0.16713257,1.4270191,0.07434676,0.92801553,0.0
577,0.58592814,1.4811956,0.41916946,0.16675891,1.4063274,0.07486851,0.9283399,0.0
578,0.5762344,1.499583,0.40945712,0.16677777,1.4247484,0.074834935,0.93547344,0.0
579,0.5740668,1.4958242,0.4065714,0.16749533,1.4211563,0.07466694,0.9345007,0.0
580,0.574319,1.4993342,0.40733376,0.16698499,1.4243492,0.074983165,0.93547344,0.0
581,0.5756789,1.4990791,0.4081666,0.16751207,1.4226252,0.07645388,0.9338522,0.0
582,0.5757646,1.5046331,0.4093887,0.16637571,1.4284123,0.07622069,0.9354735,0.0
583,0.5720462,1.5005572,0.4045858,0.16746071,1.4247065,0.075851224,0.9328794,0.0
584,0.5759273,1.5005852,0.40905705,0.16686988,1.4254317,0.07515376,0.93547344,0.0
