epoch,d_loss,g_loss,d_adv,d_attr,g_adv,g_attr,val_attr_acc,train_attr_acc
115,0.57576454,1.4977194,0.4067556,0.16900882,1.4230353,0.074684925,0.9315824,0.0
116,0.57675433,1.4967475,0.41083047,0.1659236,1.4218745,0.074872985,0.9345007,0.0
117,0.58279866,1.4868575,0.4165816,0.16621669,1.4124929,0.0743645,0.9315824,0.0
118,0.57666904,1.501603,0.40889668,0.16777273,1.4269711,0.074631326,0.93677044,0.0
119,0.5799032,1.4942673,0.41143602,0.16846712,1.4194531,0.07481436,0.937419,0.0
120,0.5773148,1.495588,0.41012084,0.16719423,1.421274,0.07431443,0.9351492,0.0
121,0.5768894,1.4945148,0.4110817,0.16580813,1.4199482,0.07456552,0.9312581,0.0
122,0.572564,1.5057833,0.40558937,0.16697496,1.4304627,0.07531966,0.93417645,0.0
123,0.57691866,1.4906284,0.41015303,0.16676545,1.4161564,0.07447207,0.94487685,0.0
124,0.5764068,1.4981843,0.40986145,0.16654555,1.4242624,0.07392193,0.93709475,0.0
125,0.575413,1.4922075,0.40890506,0.16650827,1.416587,0.075619645,0.93806756,0.0
126,0.57643074,1.5070374,0.4086988,0.16773197,1.4318922,0.07514497,0.9332036,0.0
127,0.5755909,1.5065612,0.40772325,0.16786721,1.4310744,0.07548581,0.9309339,0.0
128,0.57466674,1.4988551,0.40885705,0.16580953,1.4223504,0.07650448,0.94163424,0.0
129,0.5719775,1.5032885,0.40513724,0.16684014,1.4283977,0.074890524,0.9325552,0.0
130,0.57862145,1.4923397,0.410624,0.16799745,1.4175084,0.0748327,0.93514913,0.0
131,0.57401174,1.5086244,0.40789562,0.16611579,1.4338355,0.07478828,0.93839175,0.0
132,0.5784667,1.499377,0.41086957,0.1675971,1.4243836,0.07499349,0.9364462,0.0
133,0.58119744,1.4825345,0.4148502,0.16634713,1.4068115,0.07572243,0.93547344,0.0
134,0.5752167,1.5078536,0.4078294,0.16738734,1.4329593,0.07489334,0.9325551,0.0
135,0.57695496,1.4948413,0.41106367,0.16589127,1.4200754,0.0747663,0.9387159,0.0
136,0.5763155,1.5022854,0.4088827,0.16743258,1.4263513,0.07593474,0.9390402,0.0
137,0.57475007,1.4941787,0.40868157,0.16606827,1.4192704,0.07490816,0.93320364,0.0
138,0.5806803,1.5007153,0.41313633,0.16754384,1.4264946,0.07422134,0.9380674,0.0
139,0.5718954,1.5007666,0.4063508,0.16554435,1.4256232,0.07514269,0.9312581,0.0
140,0.57706624,1.4952725,0.41076404,0.16630206,1.4194325,0.0758398,0.9422828,0.0
141,0.57991594,1.4886127,0.41191217,0.1680045,1.4127597,0.07585351,0.93482494,0.0
142,0.5754636,1.5016993,0.4082654,0.16719812,1.4276816,0.07401742,0.93904024,0.0
143,0.57903296,1.4954147,0.41154754,0.1674855,1.4205207,0.074894264,0.93709475,0.0
144,0.57949734,1.4910951,0.41289318,0.16660449,1.4168158,0.07427914,0.9338521,0.0
145,0.5742716,1.4985148,0.40795252,0.16631888,1.4237196,0.0747949,0.9396888,0.0
146,0.57365376,1.4973953,0.40744224,0.16621171,1.4240333,0.07336167,0.9296368,0.0
147,0.57788664,1.484762,0.41148832,0.1663984,1.4102662,0.07449443,0.94357985,0.0
148,0.5666355,1.5067232,0.39975467,0.16688125,1.4320039,0.07471872,0.93352795,0.0
149,0.5736809,1.508722,0.40743348,0.16624744,1.4349115,0.07381093,0.9325552,0.0
150,0.57826555,1.4997551,0.41181892,0.1664467,1.4261751,0.07357951,0.9332037,0.0
151,0.5721937,1.503979,0.40627906,0.16591455,1.4287797,0.07519963,0.9332036,0.0
152,0.5747252,1.5129133,0.40602726,0.16869788,1.4379438,0.074969396,0.9312581,0.0
153,0.57949203,1.4935696,0.41189814,0.16759403,1.4190062,0.074563175,0.9332037,0.0
154,0.58192056,1.4862537,0.4149133,0.16700703,1.4118463,0.07440757,0.9309338,0.0
155,0.57462996,1.4942788,0.40786022,0.16676967,1.4200867,0.07419195,0.9335279,0.0
156,0.5703391,1.5120789,0.40553164,0.16480768,1.4359728,0.07610568,0.93741894,0.0
157,0.5777181,1.4960461,0.41065344,0.16706479,1.4207392,0.07530748,0.9341765,0.0
158,0.58002937,1.4910403,0.4130368,0.16699213,1.4151573,0.0758822,0.9377432,0.0
159,0.5736364,1.4985731,0.40795785,0.16567856,1.4227183,0.075854406,0.9361219,0.0
160,0.57289326,1.5075161,0.40534696,0.16754642,1.4325095,0.07500596,0.928664,0.0
161,0.5765122,1.4945205,0.40941048,0.16710187,1.4190983,0.07542255,0.9357977,0.0
162,0.5746043,1.5073688,0.40691972,0.16768435,1.432328,0.07504135,0.9335279,0.0
163,0.57563967,1.5000541,0.40837467,0.16726488,1.425982,0.07407247,0.937419,0.0
164,0.57633954,1.495022,0.41069725,0.16564257,1.4195974,0.075425886,0.9374188,0.0
165,0.5731738,1.5003237,0.40574482,0.16742885,1.4270083,0.07331382,0.9270428,0.0
166,0.5729866,1.5075964,0.40620872,0.16677803,1.4328249,0.07477129,0.93320364,0.0
167,0.575098,1.4957364,0.40974164,0.16535637,1.4202983,0.07543886,0.938716,0.0
168,0.5739147,1.500702,0.40665054,0.16726403,1.4248176,0.0758845,0.93093383,0.0
169,0.57153773,1.5111806,0.40497556,0.1665619,1.4345733,0.07660691,0.9370947,0.0
170,0.5760899,1.5046781,0.40955982,0.16653015,1.4295123,0.07516563,0.9335279,0.0
171,0.57588935,1.495917,0.40827322,0.1676163,1.4209248,0.07499255,0.93741894,0.0
172,0.57852316,1.4950562,0.41246966,0.16605349,1.4201912,0.0748651,0.9257458,0.0
173,0.57880974,1.4931626,0.4113419,0.1674682,1.4180479,0.075114444,0.9315824,0.0
174,0.57804644,1.4893794,0.4118643,0.16618222,1.4161291,0.07324946,0.928664,0.0
175,0.58173555,1.4861158,0.41461855,0.16711663,1.4115103,0.07460493,0.9302854,0.0
176,0.5757764,1.5026096,0.40999138,0.16578498,1.427203,0.07540685,0.92769134,0.0
177,0.57778716,1.5007404,0.41166094,0.16612649,1.424933,0.07580714,0.9403372,0.0
178,0.58127123,1.4924849,0.41430855,0.166963,1.4173094,0.07517632,0.93385214,0.0
179,0.57330114,1.4987608,0.40669972,0.16660139,1.4246356,0.074124604,0.9364462,0.0
180,0.57723016,1.4963483,0.410414,0.16681647,1.42341,0.07293924,0.9312581,0.0
181,0.5749156,1.4957484,0.40793544,0.16698,1.4210829,0.07466561,0.9238003,0.0
182,0.5789084,1.4904395,0.41255796,0.16635035,1.4166603,0.07377908,0.93060964,0.0
183,0.57354796,1.5019312,0.4066016,0.16694634,1.42645,0.07548205,0.9348249,0.0
184,0.5803959,1.4977534,0.414052,0.1663435,1.4231111,0.07464229,0.93385226,0.0
185,0.57824075,1.4917878,0.4104399,0.16780096,1.4172313,0.07455652,0.9377432,0.0
186,0.57513636,1.4980469,0.40907863,0.16605768,1.4243917,0.07365424,0.93871605,0.0
187,0.57245713,1.5018567,0.40586495,0.16659223,1.4268353,0.07502123,0.928664,0.0
188,0.575369,1.4933237,0.40777868,0.16759034,1.4176655,0.07565772,0.9309339,0.0
189,0.5764111,1.4894236,0.41135257,0.16505902,1.4162154,0.073208444,0.9393644,0.0
190,0.5758291,1.4936025,0.41040254,0.1654267,1.4190506,0.07455289,0.94001293,0.0
191,0.5813843,1.4937787,0.41517606,0.16620824,1.4188278,0.074950635,0.9380675,0.0
192,0.5825403,1.4827297,0.41694465,0.16559558,1.4087238,0.07400511,0.9332037,0.0
193,0.57239723,1.5055226,0.4049977,0.16739945,1.4303628,0.07516012,0.93060964,0.0
194,0.57640725,1.5021688,0.40951937,0.16688776,1.4267465,0.07542181,0.93741894,0.0
195,0.58099186,1.4966636,0.41335702,0.16763465,1.4210918,0.07557193,0.9403372,0.0
196,0.56982654,1.5025637,0.4041792,0.16564663,1.4280046,0.07456033,0.93125814,0.0
197,0.57749605,1.5001332,0.4106175,0.16687834,1.4245014,0.07563126,0.93125814,0.0
198,0.57863116,1.4940957,0.41199926,0.16663225,1.4193951,0.0747004,0.93060964,0.0
199,0.5759726,1.4975663,0.40786958,0.16810274,1.4224424,0.07512421,0.9367705,0.0
200,0.5786721,1.5022901,0.41041875,0.16825305,1.4275649,0.074725546,0.94066143,0.0
201,0.57378364,1.5057493,0.40857643,0.1652071,1.4306968,0.07505297,0.9325552,0.0
202,0.5768992,1.5049602,0.40901464,0.167885,1.4307328,0.07422737,0.93514913,0.0
203,0.5756663,1.4894357,0.40939233,0.16627394,1.414633,0.07480276,0.93806744,0.0
204,0.5705004,1.5080447,0.4041024,0.16639805,1.4335389,0.07450687,0.93190664,0.0
205,0.5771414,1.4909533,0.41124684,0.16589434,1.4158261,0.07512768,0.9435798,0.0
206,0.571739,1.5046761,0.40581435,0.16592479,1.4288597,0.07581692,0.93417645,0.0
207,0.5762076,1.4967254,0.40929082,0.16691619,1.4207119,0.076013125,0.94325554,0.0
208,0.57532376,1.4911604,0.40902397,0.16630019,1.4170556,0.07410516,0.93579775,0.0
209,0.5797889,1.501286,0.4125041,0.1672851,1.4266706,0.07461637,0.9403373,0.0
210,0.5790358,1.4941599,0.41266143,0.16637431,1.4189999,0.07516005,0.9432555,0.0
211,0.57748026,1.5028391,0.40924013,0.1682398,1.4277169,0.07512304,0.9335279,0.0
212,0.574138,1.5011772,0.4071539,0.16698398,1.4258544,0.07532326,0.93839175,0.0
213,0.5770939,1.4929843,0.40908477,0.16800947,1.4165947,0.07638932,0.93223083,0.0
214,0.5801421,1.4792631,0.41410613,0.16603595,1.4048169,0.07444702,0.93612194,0.0
215,0.5764557,1.4873292,0.4093725,0.16708301,1.4119699,0.07535954,0.9435797,0.0
216,0.57533485,1.5097388,0.40673453,0.16860037,1.4353954,0.07434381,0.93806744,0.0
217,0.5767447,1.5036203,0.4104187,0.16632597,1.4292033,0.074415974,0.940013,0.0
218,0.5758479,1.495982,0.4097218,0.16612607,1.4219269,0.074055396,0.9312581,0.0
219,0.5737181,1.4914807,0.4092847,0.16443324,1.4169726,0.07450759,0.9309338,0.0
220,0.5761664,1.4989861,0.40875196,0.1674143,1.4237612,0.07522505,0.9332036,0.0
221,0.5734102,1.4989997,0.40825185,0.16515838,1.4238534,0.07514549,0.9390402,0.0
222,0.58168966,1.4911276,0.4152412,0.16644812,1.4151301,0.07599589,0.94098574,0.0
223,0.5750955,1.5016968,0.4087192,0.16637601,1.4263467,0.07535007,0.94001305,0.0
224,0.5796347,1.4956,0.411895,0.16773975,1.421544,0.07405626,0.93255514,0.0
225,0.579082,1.4966599,0.41264722,0.16643454,1.4215902,0.07506966,0.9468223,0.0
226,0.5719001,1.5063546,0.40478852,0.16711149,1.431307,0.075047724,0.9419584,0.0
227,0.5765721,1.4954468,0.40821606,0.1683558,1.4209417,0.07450442,0.93741894,0.0
228,0.5740452,1.5054022,0.40610915,0.16793594,1.4306608,0.074741036,0.9315824,0.0
229,0.58122563,1.490132,0.41401383,0.1672114,1.4142075,0.075924605,0.93871593,0.0
230,0.57294965,1.5127481,0.40711597,0.16583389,1.4363573,0.076389596,0.92931265,0.0
231,0.5786624,1.5026938,0.41148874,0.16717389,1.4288079,0.073886655,0.94066155,0.0
232,0.5803279,1.5000882,0.41107753,0.16925043,1.426657,0.07343087,0.92963684,0.0
233,0.57720715,1.4982038,0.41085556,0.16635138,1.4223595,0.07584471,0.93936455,0.0
234,0.5749496,1.4994007,0.4089646,0.16598544,1.4258959,0.07350529,0.9332037,0.0
235,0.57805955,1.5036854,0.4101043,0.16795534,1.4287125,0.07497416,0.9348249,0.0
236,0.57956904,1.4968964,0.41239065,0.16717829,1.422631,0.074265234,0.9367704,0.0
237,0.5803006,1.4872884,0.41433972,0.16596082,1.4128665,0.074421324,0.9409857,0.0
238,0.57835317,1.489216,0.41104048,0.16731293,1.4152372,0.07397928,0.92736703,0.0
239,0.5793675,1.4890686,0.41236782,0.16699958,1.4131927,0.07587613,0.93417645,0.0
240,0.5789956,1.4887037,0.41193843,0.1670572,1.4153109,0.07339281,0.9296367,0.0
241,0.57996607,1.4881886,0.41250217,0.16746396,1.4139313,0.074257106,0.93093383,0.0
242,0.57461697,1.4999967,0.40687388,0.16774322,1.4247333,0.07526388,0.93385214,0.0
243,0.5773921,1.5008827,0.41029638,0.1670956,1.4243594,0.07652352,0.93936455,0.0
244,0.5746088,1.5005993,0.40829015,0.16631883,1.4269007,0.07369821,0.9299611,0.0
245,0.5877842,1.4809113,0.42153907,0.16624512,1.4061906,0.07471951,0.9338522,0.0
246,0.5754948,1.5023948,0.40920913,0.16628559,1.4269618,0.075432435,0.9357977,0.0
247,0.5766462,1.5054162,0.4097088,0.16693763,1.4305243,0.07489166,0.9234759,0.0
248,0.5740456,1.4993922,0.40832868,0.16571683,1.4246387,0.07475296,0.9377432,0.0
249,0.5820149,1.4921129,0.4143511,0.16766374,1.4181672,0.07394433,0.9364462,0.0
250,0.5729375,1.5012743,0.40549615,0.16744146,1.4269134,0.074360676,0.93514913,0.0
251,0.5736366,1.5032251,0.40832052,0.16531584,1.4277552,0.07546884,0.9393645,0.0
252,0.5762896,1.4947401,0.40917358,0.16711622,1.4196618,0.07507838,0.9361218,0.0
253,0.5771113,1.498741,0.41034934,0.16676168,1.4247788,0.07396151,0.9273671,0.0
254,0.5776758,1.4973452,0.4099929,0.1676828,1.4229543,0.07439178,0.9332037,0.0
255,0.5791193,1.4932088,0.41208175,0.16703765,1.4193345,0.073874794,0.9328794,0.0
256,0.5762508,1.4962835,0.4086546,0.16759638,1.4211627,0.07512183,0.9396887,0.0
257,0.57305783,1.5047798,0.40553415,0.16752315,1.4298687,0.074912034,0.9435798,0.0
258,0.57791954,1.4906923,0.41102982,0.16689,1.415533,0.07515859,0.9341764,0.0
259,0.5769731,1.5010386,0.4107874,0.16618556,1.4250762,0.07596303,0.9306097,0.0
260,0.5781841,1.4956548,0.41129705,0.16688697,1.4205325,0.0751228,0.93547356,0.0
261,0.570509,1.5050815,0.40302035,0.16748828,1.4315869,0.07349468,0.942607,0.0
262,0.57729644,1.4991304,0.4107456,0.16655025,1.4245876,0.074542046,0.9341764,0.0
263,0.57072365,1.5100378,0.40508008,0.16564327,1.4352558,0.074782096,0.9332037,0.0
264,0.5793973,1.488258,0.4127562,0.16664122,1.4127854,0.075472064,0.9345007,0.0
265,0.5774516,1.4981134,0.41005436,0.16739684,1.4236741,0.07443984,0.9377432,0.0
266,0.5760553,1.4931439,0.4099294,0.16612586,1.4189703,0.07417334,0.94001293,0.0
267,0.576717,1.4957519,0.4110468,0.16567041,1.4203972,0.07535352,0.9332037,0.0
268,0.5704599,1.5099255,0.4028718,0.16758838,1.4350519,0.07487405,0.937419,0.0
269,0.5762824,1.4962097,0.40982252,0.1664596,1.4215102,0.07469936,0.9338521,0.0
270,0.5700702,1.5124092,0.4041883,0.16588189,1.4380795,0.07432981,0.94195855,0.0
271,0.5795457,1.4828522,0.41197973,0.16756618,1.4083632,0.07448936,0.9309338,0.0
272,0.5763564,1.5006919,0.40939188,0.16696452,1.4268806,0.07381128,0.9335279,0.0
273,0.58144385,1.4934516,0.4135658,0.16787827,1.4176807,0.075771034,0.94520104,0.0
274,0.5750511,1.4954371,0.4075484,0.16750275,1.4209002,0.074535735,0.9419585,0.0
275,0.5775802,1.4927508,0.4112537,0.16632631,1.4180197,0.0747304,0.9315824,0.0
276,0.5745181,1.5069333,0.4068207,0.16769749,1.431453,0.07547929,0.9357977,0.0
277,0.57188106,1.4993962,0.4051829,0.1666982,1.4244128,0.07498334,0.9374189,0.0
278,0.5741126,1.5003477,0.40668383,0.16742896,1.4255948,0.07475371,0.9328794,0.0
279,0.5736984,1.4956499,0.4061069,0.1675913,1.4192868,0.076363645,0.93352795,0.0
280,0.5774814,1.5108594,0.40990674,0.16757466,1.4359314,0.074927285,0.9403373,0.0
281,0.5774299,1.4944341,0.41039145,0.16703849,1.4182818,0.0761527,0.9387159,0.0
282,0.57400143,1.5064307,0.40585098,0.16815041,1.4322066,0.074222565,0.9338521,0.0
283,0.5714307,1.5021545,0.40454555,0.16688491,1.4278826,0.07427179,0.9416342,0.0
284,0.5772685,1.4960003,0.4117784,0.16548997,1.4210603,0.07494037,0.9354735,0.0
285,0.57319784,1.5051105,0.40577498,0.16742328,1.4293759,0.07573495,0.93223083,0.0
286,0.57139593,1.5058075,0.40406838,0.16732746,1.4308891,0.07491769,0.93741894,0.0
287,0.5729419,1.4987835,0.40660024,0.16634169,1.424877,0.07390596,0.9348249,0.0
288,0.57427186,1.5081273,0.4091249,0.16514719,1.4337697,0.07435764,0.92282736,0.0
289,0.5726525,1.508094,0.40556443,0.16708793,1.4329091,0.07518474,0.93547356,0.0
290,0.57937044,1.4961793,0.41269255,0.16667771,1.4214202,0.07475828,0.9341765,0.0
291,0.5743712,1.493998,0.40697098,0.16740067,1.4182124,0.07578569,0.9374189,0.0
